url,written,written_human_readable,shape,shards,chunks,dimension_names,license,name,description,organismId,fbbiId
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_2254-2303 Riccia gougetiana var. armatissima stature with stalked bulbils (Laowa 5.0x).ome.zarr,9231056517,8.60 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2254-2303 Riccia gougetiana var. armatissima stature with stalked bulbils (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_3279-3338 Riccia gougetiana var. armatissima ventral scales (10x).ome.zarr,9061467342,8.44 GB,"1,3,60,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3279-3338 Riccia gougetiana var. armatissima ventral scales (10x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_2204-2253 Riccia gougetiana var. armatissima stature with stalked bulbils (Laowa 5.0x).ome.zarr,9136780123,8.51 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2204-2253 Riccia gougetiana var. armatissima stature with stalked bulbils (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_2354-2403 Riccia gougetiana var. armatissima stature with stalked bulbils (Laowa 5.0x).ome.zarr,9083055699,8.46 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2354-2403 Riccia gougetiana var. armatissima stature with stalked bulbils (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_2404-2453 Riccia gougetiana var. armatissima stature with stalked bulbils (Laowa 5.0x).ome.zarr,9023781238,8.40 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2404-2453 Riccia gougetiana var. armatissima stature with stalked bulbils (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_2454-2503 Riccia gougetiana var. armatissima stature with stalked bulbils (Laowa 5.0x).ome.zarr,9041920229,8.42 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2454-2503 Riccia gougetiana var. armatissima stature with stalked bulbils (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_3159-3218 Riccia gougetiana var. armatissima ventral scales (10x).ome.zarr,9076058425,8.45 GB,"1,3,60,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3159-3218 Riccia gougetiana var. armatissima ventral scales (10x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_3219-3278 Riccia gougetiana var. armatissima ventral scales (10x).ome.zarr,9012370488,8.39 GB,"1,3,60,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3219-3278 Riccia gougetiana var. armatissima ventral scales (10x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_2304-2353 Riccia gougetiana var. armatissima stature with stalked bulbils (Laowa 5.0x).ome.zarr,8941881542,8.33 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2304-2353 Riccia gougetiana var. armatissima stature with stalked bulbils (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_3099-3158 Riccia gougetiana var. armatissima ventral scales (10x).ome.zarr,8872616275,8.26 GB,"1,3,60,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3099-3158 Riccia gougetiana var. armatissima ventral scales (10x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_3699-3748 Riccia gougetiana var. armatissima thallus cross section (5x).ome.zarr,8157620354,7.60 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3699-3748 Riccia gougetiana var. armatissima thallus cross section (5x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_2504-2553 Riccia gougetiana var. armatissima stature ventral side (Laowa 5.0x).ome.zarr,8036497863,7.48 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2504-2553 Riccia gougetiana var. armatissima stature ventral side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_2554-2603 Riccia gougetiana var. armatissima stature ventral side (Laowa 5.0x).ome.zarr,7984019913,7.44 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2554-2603 Riccia gougetiana var. armatissima stature ventral side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_3649-3698 Riccia gougetiana var. armatissima thallus cross section (5x).ome.zarr,8084140488,7.53 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3649-3698 Riccia gougetiana var. armatissima thallus cross section (5x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_3749-3798 Riccia gougetiana var. armatissima thallus cross section (5x).ome.zarr,8122911033,7.57 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3749-3798 Riccia gougetiana var. armatissima thallus cross section (5x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_3849-3898 Riccia gougetiana var. armatissima thallus cross section (5x).ome.zarr,8053873235,7.50 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3849-3898 Riccia gougetiana var. armatissima thallus cross section (5x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_3599-3648 Riccia gougetiana var. armatissima thallus cross section (5x).ome.zarr,8046385051,7.49 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3599-3648 Riccia gougetiana var. armatissima thallus cross section (5x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_3799-3848 Riccia gougetiana var. armatissima thallus cross section (5x).ome.zarr,8046237602,7.49 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3799-3848 Riccia gougetiana var. armatissima thallus cross section (5x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_2754-2803 Riccia gougetiana var. armatissima stature dorsal side (Laowa 5.0x).ome.zarr,7894839307,7.35 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2754-2803 Riccia gougetiana var. armatissima stature dorsal side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_2704-2753 Riccia gougetiana var. armatissima stature dorsal side (Laowa 5.0x).ome.zarr,7891926468,7.35 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2704-2753 Riccia gougetiana var. armatissima stature dorsal side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_3949-3998 Riccia gougetiana var. armatissima thallus cross section (5x).ome.zarr,7838068369,7.30 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3949-3998 Riccia gougetiana var. armatissima thallus cross section (5x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_3449-3498 Riccia gougetiana var. armatissima thallus cross section (5x).ome.zarr,7960354793,7.41 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3449-3498 Riccia gougetiana var. armatissima thallus cross section (5x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_3399-3448 Riccia gougetiana var. armatissima thallus cross section (5x).ome.zarr,7969238457,7.42 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3399-3448 Riccia gougetiana var. armatissima thallus cross section (5x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_3899-3948 Riccia gougetiana var. armatissima thallus cross section (5x).ome.zarr,7889905440,7.35 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3899-3948 Riccia gougetiana var. armatissima thallus cross section (5x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_3549-3598 Riccia gougetiana var. armatissima thallus cross section (5x).ome.zarr,7799750533,7.26 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3549-3598 Riccia gougetiana var. armatissima thallus cross section (5x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_3499-3548 Riccia gougetiana var. armatissima thallus cross section (5x).ome.zarr,7808085649,7.27 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3499-3548 Riccia gougetiana var. armatissima thallus cross section (5x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_2654-2703 Riccia gougetiana var. armatissima stature ventral side (Laowa 5.0x).ome.zarr,7411961403,6.90 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2654-2703 Riccia gougetiana var. armatissima stature ventral side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_2604-2653 Riccia gougetiana var. armatissima stature ventral side (Laowa 5.0x).ome.zarr,7418014513,6.91 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2604-2653 Riccia gougetiana var. armatissima stature ventral side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_0180-0200 Riccia gougetiana var. armatissima stature.ome.zarr,7772589438,7.24 GB,"1,3,21,5792,8688","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0180-0200 Riccia gougetiana var. armatissima stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_2804-2853 Riccia gougetiana var. armatissima stature dorsal side (Laowa 5.0x).ome.zarr,7392082934,6.88 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2804-2853 Riccia gougetiana var. armatissima stature dorsal side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_2854-2903 Riccia gougetiana var. armatissima stature dorsal side (Laowa 5.0x).ome.zarr,7279424162,6.78 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2854-2903 Riccia gougetiana var. armatissima stature dorsal side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_0054-0062 Riccia gougetiana var. armatissima stature.ome.zarr,3458856969,3.22 GB,"1,3,9,5792,8688","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0054-0062 Riccia gougetiana var. armatissima stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_0443-0457 Riccia gougetiana var. armatissima stature.ome.zarr,2335924460,2.18 GB,"1,3,15,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0443-0457 Riccia gougetiana var. armatissima stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_0393-0407 Riccia gougetiana var. armatissima stature.ome.zarr,2333247624,2.17 GB,"1,3,15,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0393-0407 Riccia gougetiana var. armatissima stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_0277-0286 Riccia gougetiana var. armatissima stature.ome.zarr,1545193357,1.44 GB,"1,3,10,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0277-0286 Riccia gougetiana var. armatissima stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_0493 Riccia gougetiana var. armatissima stature.ome.zarr,625887107,596.89 MB,"1,3,1,7776,10368","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0493 Riccia gougetiana var. armatissima stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_0276 Riccia gougetiana var. armatissima stature.ome.zarr,613012515,584.61 MB,"1,3,1,7776,10368","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0276 Riccia gougetiana var. armatissima stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_0494 Riccia gougetiana var. armatissima stature.ome.zarr,621823114,593.02 MB,"1,3,1,7776,10368","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0494 Riccia gougetiana var. armatissima stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_0052 Riccia gougetiana var. armatissima stature.ome.zarr,391760531,373.61 MB,"1,3,1,5792,8688","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0052 Riccia gougetiana var. armatissima stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_0051 Riccia gougetiana var. armatissima stature.ome.zarr,391672317,373.53 MB,"1,3,1,5792,8688","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0051 Riccia gougetiana var. armatissima stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_0053 Riccia gougetiana var. armatissima stature.ome.zarr,389442364,371.40 MB,"1,3,1,5792,8688","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0053 Riccia gougetiana var. armatissima stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_0117 Riccia gougetiana var. armatissima stature.ome.zarr,383131719,365.38 MB,"1,3,1,5792,8688","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0117 Riccia gougetiana var. armatissima stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_0118 Riccia gougetiana var. armatissima stature.ome.zarr,382322219,364.61 MB,"1,3,1,5792,8688","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0118 Riccia gougetiana var. armatissima stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_0063 Riccia gougetiana var. armatissima stature.ome.zarr,379292497,361.72 MB,"1,3,1,5792,8688","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0063 Riccia gougetiana var. armatissima stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_0064 Riccia gougetiana var. armatissima stature.ome.zarr,379164434,361.60 MB,"1,3,1,5792,8688","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0064 Riccia gougetiana var. armatissima stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_0178 Riccia gougetiana var. armatissima stature.ome.zarr,378137748,360.62 MB,"1,3,1,5792,8688","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0178 Riccia gougetiana var. armatissima stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_0179 Riccia gougetiana var. armatissima stature.ome.zarr,377159819,359.69 MB,"1,3,1,5792,8688","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0179 Riccia gougetiana var. armatissima stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_0257 Riccia gougetiana var. armatissima stature.ome.zarr,156964465,149.69 MB,"1,3,1,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0257 Riccia gougetiana var. armatissima stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_0259 Riccia gougetiana var. armatissima stature.ome.zarr,157007380,149.73 MB,"1,3,1,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0259 Riccia gougetiana var. armatissima stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia gougetiana var. armatissima GER/IMG_0264 Riccia gougetiana var. armatissima stature.ome.zarr,156582595,149.33 MB,"1,3,1,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0264 Riccia gougetiana var. armatissima stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122638,
